tweet_id,created_at,tweets,likes,date,time,Hashtags,#snydercut,#zacksnydersjusticeleague,#borglife
1374165902988566530,2021-03-23 01:07:36,"Final thought for now:

Rather than trying to convince people on what the Justice League investigation DIDN’T find—how about you start telling them what it DID?

The public is a lot smarter than what you’re giving them credit for.

The proof is there.

More soon.

A&gt;E

5/5",9545,2021-03-23,01:07:36,,0,0,0
1374165901755482113,2021-03-23 01:07:36,"Furthermore:

“There really was nothing that Walter did against Ray, in fact he offered him a role in the Flash movie.”

AND

“Walter happens to be a person of color, so he knows what that feels like.”

are the absolute definition of tone deaf.

4/5",7632,2021-03-23,01:07:36,,0,0,0
1374165900774023170,2021-03-23 01:07:36,"As I’ve said—people will attempt to shift blame completely to Joss Whedon for the Justice League reshoots.

Toby Emmerich, Geoff Johns, and Jon Berg share in that responsibility; with Johns working directly with Joss on restructuring the script based on the execs’ convos.

3/5",6744,2021-03-23,01:07:36,,0,0,0
1374165899922509825,2021-03-23 01:07:35,"The investigator hired by @WarnerMedia was brought on to help the company assess and evade legal liabilities.

Continually touting her status as a FORMER federal judge in an attempt to sway public opinion is obvious and desperate.

She is now simply a lawyer.

2/5",6395,2021-03-23,01:07:35,,0,0,0
1374165899079528448,2021-03-23 01:07:35,"Apparently some folks at @WarnerMedia think that a room full of executives saying “we can’t an angry Black man at the center of the movie” (and then reducing/removing all Black and POC from that movie) isn’t racist.

Odd.

1/5",14556,2021-03-23,01:07:35,,0,0,0
1374144813679980556,2021-03-22 23:43:48,#ReleaseTheAyerCut,27126,2021-03-22,23:43:48,#releasetheayercut,0,0,0
1374120251252695043,2021-03-22 22:06:12,"Indeed.

🙏🏽@Lesdoggg 🙏🏽

#Snydercut https://t.co/96tH1KuKDn",8733,2021-03-22,22:06:12,#snydercut,1,0,0
1374034159325351942,2021-03-22 16:24:06,#StopAsianHate https://t.co/BfS88vFP3t,5114,2021-03-22,16:24:06,#stopasianhate,0,0,0
1373826680461070339,2021-03-22 02:39:39,🙏🏽🦾@OriginalRamiz🦾🙏🏽 https://t.co/wMvAbSNbzF,3023,2021-03-22,02:39:39,,0,0,0
1373741233571500034,2021-03-21 21:00:07,"Random Thought:

Getting a second chance to bring a film to life while playing character that gets a second chance at life within that film is kinda trippy...

#Cyborg 
#SnyderCut",25468,2021-03-21,21:00:07,#cyborg #snydercut,1,0,0
1373680802727391239,2021-03-21 16:59:59,01000001 01001011 01000001 00100000 01000011 01111001 01100010 01101111 01110010 01100111 https://t.co/RVf8bHOh8E,13752,2021-03-21,16:59:59,,0,0,0
1373637023374921734,2021-03-21 14:06:01,"“Zack Snyder’s Justice League stands as proof of, and opposition to, that discrimination.”

A&gt;E",22488,2021-03-21,14:06:01,,0,0,0
1373426429787041792,2021-03-21 00:09:12,"RT @ComicBookDebate: Joining The Farooqi Bros next week on ComicBook Debate is none other than #Cyborg himself, Ray Fisher. 

@ray8fisher w…",0,2021-03-21,00:09:12,#cyborg,0,0,0
1373403440462827521,2021-03-20 22:37:51,"Thank you Congresswoman @CoriBush!

You’re a true hero for the people and I’m grateful to know you🙏🏽

#Snydercut https://t.co/j6ETK6G1Wm",4820,2021-03-20,22:37:51,#snydercut,1,0,0
1373374009971245063,2021-03-20 20:40:54,"Random thought while on my walk:

#Aquaman’s binary struggle with the world (and with himself) being subconsciously expressed through his casual use of the most existential phrase in English literature...

A cultured king.

#Snydercut",10117,2021-03-20,20:40:54,#aquaman #snydercut,1,0,0
1373347586145452044,2021-03-20 18:55:54,#BORGLIFE https://t.co/nA99qx1vWY,4259,2021-03-20,18:55:54,#borglife,0,0,1
1373328104815464448,2021-03-20 17:38:30,🙏🏽❤️ Thank you friend ❤️🙏🏽 https://t.co/rt4Uhjaa8K,10793,2021-03-20,17:38:30,,0,0,0
1373326374526652418,2021-03-20 17:31:37,"No anti-life needed to agree with @Ray__Porter on this😎

#Darkseid 
#Snydercut https://t.co/tBW4O94utE",6935,2021-03-20,17:31:37,#darkseid #snydercut,1,0,0
1373134038354038784,2021-03-20 04:47:20,"Thank you @SFdirewolf🙏🏽

A respectful and grounded interpretation of #Cyborg was our number one priority. 

I’m glad you liked it!

#Snydercut https://t.co/4bby4cJHbo",5795,2021-03-20,04:47:20,#cyborg #snydercut,1,0,0
1373129282365579268,2021-03-20 04:28:27,That gesture is mirrored in another scene 👀 https://t.co/OGY71tunoo,7647,2021-03-20,04:28:27,,0,0,0
1373127496862986241,2021-03-20 04:21:21,"I appreciate all the #Cyborg love, but don’t forget it took an entire village to bring him to life in #ZackSnydersJusticeLeague 

The postproduction teams (VFX, Sound Design, Editing, etc.) really did their thing!🙏🏽",21773,2021-03-20,04:21:21,#cyborg #zacksnydersjusticeleague,0,1,0
1373094127403958275,2021-03-20 02:08:45,"RT @snydercut: It's the Ezra-Ray hug for us.

These heroes have all of the fun. #SnyderCut https://t.co/UpUHg1Bp76",0,2021-03-20,02:08:45,#snydercut,1,0,0
1373092902537158656,2021-03-20 02:03:53,"It was a pleasure sharing the gym and the screen with you, Jules! 🔱 🦾

🙏🏽@JulesLewisJones🙏🏽

#SnyderCut https://t.co/izp8v1DeJK",6179,2021-03-20,02:03:53,#snydercut,1,0,0
1372945911404498956,2021-03-19 16:19:48,"AND has successful parents with genius level intellects.

🙏🏽@marvevi_ 🙏🏽

#SnyderCut https://t.co/9FYPRi3RTf",6490,2021-03-19,16:19:48,#snydercut,1,0,0
1372944055928299522,2021-03-19 16:12:25,"Thank you Chris Terrio and @ZackSnyder. 

That is all.

#Snydercut",23014,2021-03-19,16:12:25,#snydercut,1,0,0
1372731253481426945,2021-03-19 02:06:49,#Snydercut https://t.co/gbwkQozRtP https://t.co/m4yjyfJ2xz,8972,2021-03-19,02:06:49,#snydercut,1,0,0
1372730798739181569,2021-03-19 02:05:01,"You can feel every bit of #Cyborg’s journey in it!

And the pulse of the heartbeat.

Life carries on, and so must we...

Thank you for your genius @Junkie_XL 🙏🏽🦾🙏🏽

#SnyderCut https://t.co/O3Dr9M3QYp",7675,2021-03-19,02:05:01,#cyborg #snydercut,1,0,0
1372725933308833794,2021-03-19 01:45:41,"You already know @TinaMabry ❤️

I can’t wait for the world to see your beautiful work on Women of the Movement!

It was beyond a pleasure working with you!🙏🏽 https://t.co/NnMELoPNXO",1200,2021-03-19,01:45:41,,0,0,0
1372725336102862851,2021-03-19 01:43:18,"I appreciate the kind words @dbwofficial 🙏🏽

I’m around.✊🏽 https://t.co/8YPCDqk7Sn",3366,2021-03-19,01:43:18,,0,0,0
1372721245008105478,2021-03-19 01:27:03,RT @Junkie_XL: My friends! I am so happy today! And you all made that happen. Thank you all!!! #JusticeLeagueSnyderCut,0,2021-03-19,01:27:03,#justiceleaguesnydercut,0,0,0
1372676899894353922,2021-03-18 22:30:50,I’ll be there!!! #Snydercut https://t.co/mMGBrolEcP,5533,2021-03-18,22:30:50,#snydercut,1,0,0
1372671275785728005,2021-03-18 22:08:29,"🦾🙏🏽 @JoivanWade 🙏🏽🦾

#BORGLIFE https://t.co/RnLz2yecwb",3066,2021-03-18,22:08:29,#borglife,0,0,1
