tweet_id,created_at,tweets,likes
1362921907675303936,2021-02-20 00:27:59,Jim Lee is working on this amazing art as a variant cover for the current run of Justice League comic. @JimLee #ZackSnydersJusticeLeague #SnyderCut https://t.co/CTqjuj7T4V,33007
1362778287391449089,2021-02-19 14:57:17,"Platform availability will depend on each territory (with the exception of China, France, and Japan, where the release dates are TBD). Additional details for specific markets will be shared soon. (2/2)",15963
1362778284895858692,2021-02-19 14:57:16,"Zack Snyder’s Justice League will be available worldwide in all markets on the same day as in the U.S. on March 18 via on-demand, digital download, linear, or streaming. #SnyderCut #SnydercutWorldwide (1/2) https://t.co/WPdr5wXgta",44077
1362034669630353415,2021-02-17 13:42:25,Take a listen. https://t.co/aUO7BU4kEz @Junkie_XL #ZackSnydersJusticeLeague #SnyderCut,25218
1361170157226233863,2021-02-15 04:27:09,Goddess #ZackSnydersJusticeLeague #SnyderCut https://t.co/daCTKOvwSN,28677
1361117966163582979,2021-02-15 00:59:46,@hbomax @BenAffleck That’s right Batman. #ZackSnydersJusticeLeague #SnyderCut,10232
1361076257287409665,2021-02-14 22:14:01,https://t.co/9HZYd6hWRE #AFSP #WhyWeFight,14942
1360974203806117894,2021-02-14 15:28:30,Happy 214 #ZackSnydersJusticeLeague #SnyderCut #UsUnited #AFSP https://t.co/c7bAjM31QS,119656
1360638395039420416,2021-02-13 17:14:07,Tomorrow #ZackSnydersJusticeLeague #SnyderCut https://t.co/E2TJgmuiGC,64649
1360276031446294529,2021-02-12 17:14:13,In 2 Days #ZackSnydersJusticeLeague #SnyderCut https://t.co/OWYGPojcHM,72178
1359913640212631555,2021-02-11 17:14:12,In 3 Days #ZackSnydersJusticeLeague #SnyderCut https://t.co/5U97JFYNjq,86343
1359506154301255680,2021-02-10 14:15:00,Very cool Wonderland at Home experience. https://t.co/LvhXTPjstW #ZackSnydersJusticeLeague https://t.co/6O4GgaZQaA,30254
1359173342318628866,2021-02-09 16:12:31,#ZackSnydersJusticeLeague #TheJoker https://t.co/N6WdtrXZEp,26811
1358539775603482626,2021-02-07 22:14:57,On the goal line. Trailer drop 2/14/21 9:14am PST #SnyderCut #ZackSnydersJusticeLeague https://t.co/KiMpeYdvGh,52103
1356644230253301760,2021-02-02 16:42:44,Amazing character you created. Honored to have our worlds collide. @DavidAyerMovies @JaredLeto https://t.co/6FubzkPh4Y,70295
1355923583936077826,2021-01-31 16:59:08,#SnyderCut @hbomax https://t.co/4FjctPKncw,43551
1355896694940962818,2021-01-31 15:12:18,#ZackSnydersJusticeLeague https://t.co/VBWXYVu9uX,57778
1355152770408476677,2021-01-29 13:56:12,Reborn #SnyderCut Streaming 3.18.21 #UsUnited https://t.co/q5pVjCwYur,51591
1355149488487161856,2021-01-29 13:43:10,Risen #SnyderCut https://t.co/hVmc4L68Qz,64737
1355145168626675717,2021-01-29 13:26:00,Fallen #SnyderCut https://t.co/o7mjiRXTvc,81766
1349063715409199104,2021-01-12 18:40:28,Army of the Dead is coming out this year! What an amazing lineup. Super excited to be a part of it. #AOTD @NetflixFilm https://t.co/dImSFach6W,15463
1347345594201763840,2021-01-08 00:53:16,Henry Cavill is Superman. #HenryCavillSuperman https://t.co/9hA3umtKrS,114306
1346563547262664704,2021-01-05 21:05:42,@DavidAyerMovies Thank you brother.,4835
1346545333161975808,2021-01-05 19:53:19,You can check out Berkman’s new book here. https://t.co/waKUgS4FiC,4317
1346545263788191744,2021-01-05 19:53:03,"Wonder Woman 1854 - This amazing image shot by Stephen Berkman of an else-world, war weary Diana, who had chased Aries across the battlefields of the world and had yet to meet Steve, who would help her restore her faith in mankind and love itself. https://t.co/eofkAMg9as",51914
1344734167423090688,2020-12-31 19:56:24,This one is for you Fiona. Let's go 2021. @fukujang0627 https://t.co/w0YmjgTEfs,40319
1344703559720267776,2020-12-31 17:54:46,Get ready 2021 https://t.co/HeY3pluAx4,73318
1343008459709542401,2020-12-27 01:39:03,@GalGadot @PattyJenks #WW84WatchParty https://t.co/Cct2h4LBZP,9683
1342876736837492738,2020-12-26 16:55:38,Join @GalGadot and @PattyJenks today at 3pm PT/6pm ET during the #WW84WatchParty,11577
1341441281541562370,2020-12-22 17:51:38,That’s a wrap on Army of the Dead: The Prequel. Thanks to all the cast &amp; crew and Netflix #armyofthedead #aotd https://t.co/GvwAKVyjse,16219
1341092425817759744,2020-12-21 18:45:25,This movement is so powerful. Thank you for all of your amazing fundraising efforts to support #afsp https://t.co/G0RW6kE87B,17976
1339585725805678594,2020-12-17 14:58:19,"Gal's first day on set in the costume July 2014, shot on my iPhone 6. I knew when I cast her back in the fall of 2013 she was not just my Wonder Woman, but a Wonder Woman for the world. So proud of how she's embodied this character with love &amp; grace. #WW84 @GalGadot @PattyJenks https://t.co/oxOTz2WvwP",47835
1338936780544909312,2020-12-15 19:59:39,RT @WonderWomanFilm: WE ARE LIVE at the Virtual World Premiere of #WonderWoman1984 in partnership with @WCKitchen. Tune in now for an exclu…,0
1338878392972705792,2020-12-15 16:07:38,"Today at 12pm PT, join Gal Gadot &amp; Patty Jenkins at the Virtual World Premiere of #WonderWoman1984 on December 15 at https://t.co/paRGCprP3U. Don't miss an exclusive sneak peek of the movie and surprise guests! https://t.co/XGh30giKSX",9192
1337485927262740480,2020-12-11 19:54:29,So proud to be a part of this!!!!! @PattyJenks @GalGadot https://t.co/eFr4Vxcmkp,21096
1335041456008876034,2020-12-05 02:01:01,"RT @OhioDavee: December 4, 2019 
vs 
December 4, 2020 
#ZackSnydersJusticeLeague https://t.co/Q4xDt3fuL5",0
1328794159889616896,2020-11-17 20:16:30,Thank you for your continued support. #UsUnited #AFSP  https://t.co/srnNsRdXx0,7926
1328790953327431681,2020-11-17 20:03:45,More to come @jaketapper https://t.co/wo1WPd6d6S,8579
1328790546781851648,2020-11-17 20:02:08,We honor you Queen @RealLyndaCarter https://t.co/TBJKFChPIz,9514
1328730881847029763,2020-11-17 16:05:03,https://t.co/rYzPcNUCin #UsUnited https://t.co/GaaAXir1dI,20108
1328727811595517953,2020-11-17 15:52:51,#UsUnited https://t.co/NiHatOzxJn,108341
1328718440866095105,2020-11-17 15:15:37,Thank you brother. #UsUnited #AFSP @prideofgypsies https://t.co/eZpMTk6jTL,8535
1326370226095624192,2020-11-11 03:44:39,"Together, we’ve already raised over $430,000 dollars for the American Foundation for Suicide Prevention and their incredibly important work. We’re hoping you can help us reach a half-million dollars! Thanks @alexpardee for the amazing artwork! #UsUnited https://t.co/YpbNTpqpA5",12775
1321094545933701120,2020-10-27 14:20:59,https://t.co/DkTULzmp21,53040
1317499243246936064,2020-10-17 16:14:32,"Busy here in LA editing #AOTD. Meanwhile in Germany/Prague, the prequel starts filming this week! Nathalie Emmanuel, Stuart Martin, Matthias Schweighöfer, Guz Khan, Ruby O´Fee - and additionally: Jonathan Cohen, Noémi Nakai, Peter Simonischek https://t.co/TchLUWoBd0",9552
1317315623731351552,2020-10-17 04:04:53,"I was born in Wisconsin, so this hits home. #votewithlove https://t.co/JzcfyHxQvj",8813
1308108362551189504,2020-09-21 18:18:31,Closing in on half a million.￼ This community is incredible... #whywefight ￼ https://t.co/kWOaYN30HF,19893
1307418240180600832,2020-09-19 20:36:13,#BatmanDay https://t.co/w72aUsG5Uu,70165
1307364477327745024,2020-09-19 17:02:35,"Batman is all of us… he is our rage at injustice… he stands alone, as we all wish we could, in the face of a corrupt system which wishes to oppress and exploit… he is that broken child, searching the dark alleys of the human soul to bring balance to the world. #BatmanDay https://t.co/X20jolqqtZ",71931
1299704562165583872,2020-08-29 13:44:49,RIP King. https://t.co/u1ejb4gcHb,99749
1297370006766854145,2020-08-23 03:08:08,Don’t forget to grab your Associate Producer t-shirt. All proceeds support the important work of @afspnational https://t.co/v7zzb0ZM4Q,13209
1297297045682757634,2020-08-22 22:18:12,Only on @hbomax. 2021. https://t.co/4MBmuGXQIC,46732
1297246597974077441,2020-08-22 18:57:45,"You said you enjoyed the theatrical cut of Justice League like you enjoy your Saturday morning cartoons… Well this is made for grownups, so you’re not in the demographic. Also, cool of you to comment on a leaked teaser. @ScottMendelson https://t.co/Zsu2O2oixb",51239
1296843446754238466,2020-08-21 16:15:46,Teaser Premiere 8/22 2:30pm (PDT) #DCFanDome https://t.co/3RfF6LXhr3,55620
1296437963224690694,2020-08-20 13:24:31,Teaser Premiere 8/22 2:30pm (PDT) #DCFanDome https://t.co/bxxPLuCyv3,68048
1296136829947674625,2020-08-19 17:27:55,New time! 8/22 at 2:30pm (PDT) #DCFanDome https://t.co/my1Ivf1mQX,26663
1295783940389625856,2020-08-18 18:05:40,8/22 2:45PM (PDT) #DCFanDome https://t.co/MQNgOdEurS,26332
1295451515499376640,2020-08-17 20:04:44,8/22 2:45PM (PDT) #DCFanDome https://t.co/CjpMmaFGVb,26031
1295154081690918917,2020-08-17 00:22:50,8/22 2:45PM (PDT) #FanDome https://t.co/PLdYtKGHcB,31441
1293228535687942144,2020-08-11 16:51:24,Working with Stefan down at CO3 getting ready for DC FanDome. https://t.co/smZ9q6hOzg,39273
1291408500623437824,2020-08-06 16:19:14,300 in 4K on 10/6. https://t.co/OK8VHXUXVp,31493
1286359748187533313,2020-07-23 17:57:18,Join me and this awesome group of guests at Justice Con this weekend. There will be some great panels and just maybe a cool little reveal. See you this weekend! https://t.co/ynW8UB3C7F,23458
1279437343787630593,2020-07-04 15:30:08,Excited that Batman v Superman: Dawn of Justice Ultimate Edition is now streaming exclusively on @HBOMax. https://t.co/9t6L7UBXIH,55311
1276139434363121666,2020-06-25 13:05:25,The bottom line... you have saved lives. This powerful movement is amazing. #afsp https://t.co/LHS9OzekV2,16225
1273646510542974981,2020-06-18 15:59:25,First ever sneak peek at JL. Get ready for more at DC FanDome. @hbomax #releasethesnydercut #DCFanDome https://t.co/WIWwFo4Xnt,104954
1273087666628685826,2020-06-17 02:58:47,I'll see you in the Dome. https://t.co/LSNs7FjZ5W,36225
1270920899231748101,2020-06-11 03:28:49,"Her powerful legacy is in our hands... yours and mine... we must honor it.
https://t.co/0eLZth3Xmg https://t.co/Myn1sr1LuF",11650
1269400053744975873,2020-06-06 22:45:31,"You Ray, are the heart of my movie. @ray8fisher https://t.co/cZ64Vlg50V",35403
1265631646159564800,2020-05-27 13:11:13,He's coming... to HBO Max https://t.co/tthWwAqzWp,112010
1265315689222434817,2020-05-26 16:15:43,Let’s Start a #RealConvo. #AFSP #MentalHealthAwarenessMonth https://t.co/eCLn4m39uI,10150
1265112754668441600,2020-05-26 02:49:20,Harry is awesome. https://t.co/5fE0uR6Dph,26903
1263818773712101376,2020-05-22 13:07:30,Mental Health Resources for Yourself and Your Friends. #AFSP #MentalHealthAwarenessMonth https://t.co/7XGBdVeJMh https://t.co/8roNriOqNY,10309
1263179373789605890,2020-05-20 18:46:46,"This is real. #releasethesnydercut
@HBOMax https://t.co/Cnvupwg48W",130729
1262568106045534209,2020-05-19 02:17:48,"Together, let's take action. #AFSP #MentalHealthAwarenessMonth https://t.co/dD78x2JIGL https://t.co/M8eiCYutCi",6733
1262433961206091781,2020-05-18 17:24:45,"Many of us are struggling during this difficult time. Felt it could be cathartic to come together now for a Man of Steel Watch Party and celebrate the ultimate symbol of hope. Submit some questions, I’ll answer a few after. #manofsteel #superman https://t.co/PdvGayTe7b https://t.co/GMvIWyD4y4",21610
1260945948852641792,2020-05-14 14:51:56,"Now, more than ever, it’s important to stay connected with loved ones, practice self-care, reach out to a mental health professional, or contact your local AFSP chapter. We're all in this together. #AFSP #MentalHealthAwarenessMonth https://t.co/7XGBdVeJMh https://t.co/H2n9Gd2ax5",4587
1259852533163573258,2020-05-11 14:27:05,AFSP has set the honorable goal of reducing suicide rates in the US by 20% by 2025 and we need your help to accomplish that goal. #AFSP #MentalHealthAwarenessMonth https://t.co/2NPoMmIekh https://t.co/vGwoE0jN4x,3277
1258379450804088833,2020-05-07 12:53:35,"Please share this vital suicide awareness and prevention information with as many people as possible. Together, we can make a difference. #AFSP #MentalHealthAwarenessMonth https://t.co/jC6iR3yZLU https://t.co/HKU1qkywgu",4963
1257404678381252612,2020-05-04 20:20:11,#MayThe4thBeWithYou https://t.co/cpLiDVvdMl,28243
1257307303490883586,2020-05-04 13:53:15,"AFSP launched a digital toolkit containing resources to help you cope with your mental health and the COVID-19 outbreak. You'll find advice, guidance, content for social sharing, public messages, and more! #AFSP #MentalHealthAwarenessMonth https://t.co/ctKFg1x0xg https://t.co/rSkKDj6nOi",3378
1256217469489840128,2020-05-01 13:42:38,"May is Mental Health Awareness Month. Together, we can make a difference raising support for those in crisis and anyone who has ever been affected by suicide. #AFSP #MentalHealthAwarenessMonth https://t.co/7XGBdVeJMh https://t.co/uY9xrgrniq",9395
1244050992515051521,2020-03-28 23:57:24,Join me tomorrow on VERO for a BvS live commentary. #BvS4Years https://t.co/0GEwZLxBVH,20498
1243666219271507968,2020-03-27 22:28:27,@SUBWAY @Wendys @Maxthunder30Max #United,2652
1228455442356957184,2020-02-14 23:06:15,"@SUBWAY Obviously, it's ALL meat... NO cheese... NO Baloney @SUBWAY",2722
1228413923377811456,2020-02-14 20:21:16,It’s #214 and people have been asking me what would be on a Snyder Cut sandwich??? @SUBWAY,13499
1220528160736808961,2020-01-24 02:06:04,Amazing what fans have done generating awareness and funds for this great cause. https://t.co/UPjhVvoYan If you want to support this amazing movement. https://t.co/JSoADJV2xD,9613
1209236232904904704,2019-12-23 22:15:59,Always honored to have the opportunity to support the amazing work that AFSP is doing. https://t.co/JSoADJV2xD,6809
1209236077413683201,2019-12-23 22:15:22,"Just a gentle reminder that the holidays can be a very difficult time of year for some. Be kind to one another this holiday season. 
If you are in crisis, please call National Suicide Prevention Lifeline 1-800-273-8255 or contact Crisis Text Line by texting TALK to 741741.",35939
1204512730402574336,2019-12-10 21:26:28,Excited and proud to be representing a sport I've played and loved for a very long time. Grateful to USA Badminton for the honor of being appointed Ambassador to the USA Badminton Association. @USABadminton https://t.co/bz5IbeNwrN,7933
1203077069439000577,2019-12-06 22:21:40,Thank you for your generous support helping feed hungry families across the country. @SUBWAY @BenAffleck https://t.co/mz1h2W2d99,16187
1202649210954244096,2019-12-05 18:01:30,@ScottMendelson The assembly cut was nearly 5 hours long. https://t.co/U4dRDO6E2v,8093
1196204672295456768,2019-11-17 23:13:12,Neither can Batman. #releasethesnydercut https://t.co/3Y0FxTy5Qp,66671
1196200188743802880,2019-11-17 22:55:23,This ancient Amazonian can’t be wrong. #releasethesnydercut https://t.co/XBdaE1ynkL,84538
1182816764784234501,2019-10-12 00:34:27,"I'm honored to have such amazing fans. #afsp
https://t.co/KFCJ7V4Q6S",25223
1160569701006577665,2019-08-11 15:12:33,Want to say a special thank you to Jarred Land at Red Digital Cinema for building our amazing cameras. They're killing it. #reddigitalcinema #8k #AOTD https://t.co/P9AnTvQOfZ,12902
1101545737186205696,2019-03-01 18:12:24,"This is how to attend. Can't wait to see you all and I'm bringing some friends. 
https://t.co/PDq5qiyqGX",7414
1101544510545227776,2019-03-01 18:07:31,"Or if you can't attend grab a shirt.
https://t.co/FP9SDoC7us",3044
1101544093417500673,2019-03-01 18:05:52,"It's my birthday, but I got you all something... hope to see you there. https://t.co/rQUxNCz3gO",18168
1098062255415975936,2019-02-20 03:30:17,I believed and still do. #youcouldsoyoudid https://t.co/WatBHLLstz,24874
1095100011312902144,2019-02-11 23:19:23,"I'm more than grateful to everyone who participated in the ""All the Gods"" t-shirt campaign to raise money for AFSP. Such a strong outpouring of support is touching and amazing. Thanks again to everyone. https://t.co/FEhdjdxgJ2",10382
1083511349915701248,2019-01-10 23:50:11,My contribution to the fan-initiated fundraising t-shirt campaign. All of the proceeds from this shirt going to American Foundation for Suicide Prevention. https://t.co/sJQwbqXM3D #afsp https://t.co/X8caqcJlW2,9718
972123124173963265,2018-03-09 14:53:08,I’m around. https://t.co/lifyZIks5h,10593
922106936761266176,2017-10-22 14:26:40,Out of the Darkness Walk Santa Monica to benefit the American Foundation for Suicide Prevention was a big success yesterday. There is still time to give at Willow Snyder’s donation page https://t.co/3utynGBJiS #OOTDWalkLA https://t.co/ICCz1fp7U7,9268
918975345000267777,2017-10-13 23:02:50,An amazing event for a very personal cause. My wonderful daughter Willow courageously leads our family as we walk to raise awareness and money for this important organization. Please donate &amp; support Willow as she bravely fights to help prevent suicide. https://t.co/qMS6iLXPJF,12133
910228259077361664,2017-09-19 19:45:02,"Thanks to everyone who worked so hard on this. https://t.co/F5zjRvxBs7
#SnowSteamIron #ShortFilm #VEROBrandAmbassador",4436
907272842672144384,2017-09-11 16:01:16,#SnowSteamIron #ShortFilm #ComingSoon #VEROBrandAmbassador https://t.co/MP702KNPs7,6077
906180159144726528,2017-09-08 15:39:20,"What can you do with your talented friends &amp; family, no money and a weekend? #SnowSteamIron #ShortFilm #ComingSoon https://t.co/vVSEVftjT4",7150
888564559895699457,2017-07-22 01:01:14,Excited for the JL team as they descend upon the awesome fans packed into #HallH tomorrow. Sending my best! #UniteTheLeague #SDCC2017,16442
886740874918469633,2017-07-17 00:14:34,The world has lost a master. Thank you for the inspiration. You changed my life with your art. You will be missed. #georgeromero #dotd,9438
867136167392817152,2017-05-23 21:52:27,"To support or seek help, please know there are places such as https://t.co/LUw6woJElo and https://t.co/OW50Kobpzz that are doing great work.",7483
867136029198766080,2017-05-23 21:51:54,"Thanks for the outpouring of support. I can't express how much it means to Debbie &amp; I and Autumn’s mother, Denise, at such a difficult time.",25579
852200006039724032,2017-04-12 16:41:29,#JusticeLeague #UniteTheLeague https://t.co/lpeZw2svbF,25599
847656233381146625,2017-03-31 03:46:09,@thejonberg @thejonberg Forgot to tell you that I screened the first cut of JL for IMDB. Thought that was standard WB procedure. No?,2434
847243809083740165,2017-03-30 00:27:19,#CinemaCon My Boys https://t.co/V9q9ZbcuCV,24095
845654212419633152,2017-03-25 15:10:50,"#JusticeLeague November 17 
https://t.co/chOSBjVWMx",10877
844930411604062209,2017-03-23 15:14:42,Here's the official Justice League poster... let the countdown begin. #UniteTheLeague #JusticeLeague https://t.co/f0p5pu1MX8,15155
840307974916599810,2017-03-10 21:06:48,"Holy Shit! Well done Dave &amp; Kurt! 
https://t.co/SdNfgr9pNR
#AtomicBlonde",2379
837091636010110976,2017-03-02 00:06:13,Working on my birthday 🎉 https://t.co/tLidlUrcyn,20837
829417453515988993,2017-02-08 19:51:45,This is a look behind the curtain and what my amazing VFX team is able to achieve… they are simply amazing. https://t.co/1SsZsaA1Ye,4858
809279477452656640,2016-12-15 06:10:37,"Amazing work @PrideofGypsies! Got my dad cry on. 
https://t.co/RcTTpF0VIl
https://t.co/jWo8z42CZN",2901
789547461723303936,2016-10-21 19:22:38,#JusticeLeague #WonderWoman75 https://t.co/mGJk6GupGd,18787
786300163937542144,2016-10-12 20:19:02,Saw this hydrokinetic vision come out of the sea and snapped a photo with my Leica. https://t.co/rwU54XzScK,17565
784425976117747712,2016-10-07 16:11:41,Last day filming in the UK. It has been an amazing shoot. Big thanks to everyone involved! #JusticeLeague https://t.co/TEjEdlo81u,30131
781557550189842432,2016-09-29 18:13:35,#JusticeLeague #Cosplay https://t.co/JwzoevN2HI,11664
777224232023580672,2016-09-17 19:14:31,#JusticeLeague #BatmanDay https://t.co/m1MbiF6HZD,30957
777217920468254720,2016-09-17 18:49:26,#JusticeLeague #BatmanDay https://t.co/R9dcvU6mSO,16334
776125466113630208,2016-09-14 18:28:25,"Homestretch. Last day filming Batman in the new Tactical Batsuit.
#JusticeLeague #Batman https://t.co/GMJ9aoYVKJ",27519
764152697784336385,2016-08-12 17:32:55,Every day on set is an amazing adventure with this guy.  #JusticeLeague #Aquaman @PrideofGypsies https://t.co/sSiyDx36Tc,15936
756994775501242368,2016-07-23 23:29:53,#JusticeLeague meets #TheWalkingDead. I'm a big fan! Thanks @JoshMcDermitt https://t.co/LpvzYXRCGz,4173
756934912532373505,2016-07-23 19:32:00,"#FlewAllNight #NeverMissHallH #JusticeLeague
https://t.co/PH2loOdHOY",56250
712049927296135169,2016-03-21 22:55:06,"https://t.co/iYG0v9ZKvE
#savethebats https://t.co/MZRm3sI4p9",4222
704730839322497028,2016-03-01 18:11:40,70mm print check #Fotokem #70mm https://t.co/WCtyjePvzS,4936
701913352528728064,2016-02-22 23:35:58,Deep in it with Jason on JL #Aquaman #JusticeLeague #Leavesden @PrideofGypsies https://t.co/3BIgebQvHF,13040
696550245858054144,2016-02-08 04:24:54,Congratulations Jacob! Can't wait to work with you. #Doritos https://t.co/e9KyrK4phH,1869
696483248566743042,2016-02-07 23:58:41,Thank you #Doritos #WhoWillWin https://t.co/pQDoY1jysC,2593
696422892548935682,2016-02-07 19:58:51,"Cam ""Jor-El"" Newton = Superman.  Peyton ""Bat"" Manning = Batman. #WhoWillWin",2241
691336126024429568,2016-01-24 19:05:51,"#Batman #Superman #WhoWillWin?
https://t.co/n1shHdZ8NN",11052
685934186805374976,2016-01-09 21:20:28,#BatmanvSuperman #Wildcard #NFLPlayoffs https://t.co/L0hyxshvfm,16186
677214082378911744,2015-12-16 19:49:53,https://t.co/oHCkTSSZfz,10223
676589362600009729,2015-12-15 02:27:29,Stay on Target @bad_robot #anticipation https://t.co/8zxEjoPnHC,5286
676579938099597312,2015-12-15 01:50:02,#anticipation Getting excited for Star Wars @bad_robot https://t.co/Mv6yCdqMi5,5570
675469426725007360,2015-12-12 00:17:15,Check out the #BatmanvSuperman trailer in #IMAX #3D this weekend. #IntheHeartoftheSea,1979
